key,place,geonames_url,gnd_url,lat,lon,source
name:Stralsund,Stralsund,https://www.geonames.org/2826287,,54.30911,13.0818,bestand
https://d-nb.info/gnd/4057878-1,Straßburg,,https://d-nb.info/gnd/4057878-1,48.583888,7.745277,bestand
name:Straßburg,Straßburg,,https://d-nb.info/gnd/4057878-1,48.583888,7.745277,bestand
https://www.geonames.org/2825922,Strelitz,https://www.geonames.org/2825922,,53.33235,13.09548,bestand
name:Strelitz,Strelitz,https://www.geonames.org/2825922,,53.33235,13.09548,bestand
https://www.geonames.org/2825297,Stuttgart,https://www.geonames.org/2825297,,48.78232,9.17702,bestand
name:Stuttgart,Stuttgart,https://www.geonames.org/2825297,,48.78232,9.17702,bestand
https://www.geonames.org/557710,Tapiau,https://www.geonames.org/557710,,54.64772,21.06513,bestand
name:Tapiau,Tapiau,https://www.geonames.org/557710,,54.64772,21.06513,bestand
https://www.geonames.org/2953325,Tennstedt,https://www.geonames.org/2953325,,51.15447,10.83873,bestand
name:Tennstedt,Tennstedt,https://www.geonames.org/2953325,,51.15447,10.83873,bestand
name:Teplitz,Teplitz,https://www.geonames.org/3064288,,50.6404,13.82451,bestand
https://www.geonames.org/3064288,Teplitz,https://www.geonames.org/3064288,,50.6404,13.82451,bestand
name:Tharandt,Tharandt,,https://d-nb.info/gnd/4106217-6,50.98525,13.580349,bestand
https://d-nb.info/gnd/4106217-6,Tharandt,,https://d-nb.info/gnd/4106217-6,50.98525,13.580349,bestand
https://www.geonames.org/2821656,Trages,https://www.geonames.org/2821656,,50.12177,9.08969,bestand
name:Trages,Trages,https://www.geonames.org/2821656,,50.12177,9.08969,bestand
name:Tremsbüttel,Tremsbüttel,https://www.geonames.org/2821342,,53.74384,10.31024,bestand
https://www.geonames.org/2821342,Tremsbüttel,https://www.geonames.org/2821342,,53.74384,10.31024,bestand
https://www.geonames.org/2820693,Tuttlingen,https://www.geonames.org/2820693,,47.98464,8.8177,bestand
name:Tuttlingen,Tuttlingen,https://www.geonames.org/2820693,,47.98464,8.8177,bestand
name:Tübingen,Tübingen,https://www.geonames.org/2820860,,48.52266,9.05222,bestand
https://www.geonames.org/2820860,Tübingen,https://www.geonames.org/2820860,,48.52266,9.05222,bestand
https://www.geonames.org/2884509,Uerdingen,https://www.geonames.org/2884509,,51.33645,6.55381,bestand
name:Uerdingen,Uerdingen,https://www.geonames.org/2884509,,51.33645,6.55381,bestand
name:Vaumarcus,Vaumarcus,,https://d-nb.info/gnd/4663895-7,46.8772258,6.7525002,bestand
https://d-nb.info/gnd/4663895-7,Vaumarcus,,https://d-nb.info/gnd/4663895-7,46.8772258,6.7525002,bestand
name:Versailles,Versailles,https://www.geonames.org/2969679,,48.80359,2.13424,bestand
https://www.geonames.org/2969679,Versailles,https://www.geonames.org/2969679,,48.80359,2.13424,bestand
name:Warschau,Warschau,https://www.geonames.org/756135,,52.22977,21.01178,bestand
https://www.geonames.org/756135,Warschau,https://www.geonames.org/756135,,52.22977,21.01178,bestand
name:Weimar,Weimar,https://www.geonames.org/2812482,,50.9803,11.32903,bestand
https://www.geonames.org/2812482,Weimar,https://www.geonames.org/2812482,,50.9803,11.32903,bestand
name:Weißenfels,Weißenfels,https://www.geonames.org/2811899,,51.20148,11.96843,bestand
https://www.geonames.org/2811899,Weißenfels,https://www.geonames.org/2811899,,51.20148,11.96843,bestand
name:Wiederstedt,Wiederstedt,https://www.geonames.org/2809567,,51.66526,11.52723,bestand
https://www.geonames.org/2809567,Wiederstedt,https://www.geonames.org/2809567,,51.66526,11.52723,bestand
https://www.geonames.org/2809509,Wiek,https://www.geonames.org/2809509,,54.62,13.28914,bestand
name:Wiek,Wiek,https://www.geonames.org/2809509,,54.62,13.28914,bestand
https://d-nb.info/gnd/4066009-6,Wien,,https://d-nb.info/gnd/4066009-6,48.208199,16.37169,bestand
name:Wien,Wien,,https://d-nb.info/gnd/4066009-6,48.208199,16.37169,bestand
name:Wittenberg,Wittenberg,https://www.geonames.org/7303020,,51.8661,12.64973,bestand
https://www.geonames.org/7303020,Wittenberg,https://www.geonames.org/7303020,,51.8661,12.64973,bestand
https://www.geonames.org/2807033,Wohlsborn,https://www.geonames.org/2807033,,51.03333,11.36667,bestand
name:Wohlsborn,Wohlsborn,https://www.geonames.org/2807033,,51.03333,11.36667,bestand
https://d-nb.info/gnd/2026423-9,Wolfenbüttel,,https://d-nb.info/gnd/2026423-9,52.164419,10.54095,bestand
name:Wolfenbüttel,Wolfenbüttel,,https://d-nb.info/gnd/2026423-9,52.164419,10.54095,bestand
name:Würzburg,Würzburg,https://www.geonames.org/2805615,,49.79391,9.95121,bestand
https://www.geonames.org/2805615,Würzburg,https://www.geonames.org/2805615,,49.79391,9.95121,bestand
name:Ziebingen,Ziebingen,,https://d-nb.info/gnd/5082991-9,52.1940293,14.7968841,bestand
https://d-nb.info/gnd/5082991-9,Ziebingen,,https://d-nb.info/gnd/5082991-9,52.1940293,14.7968841,bestand
name:Zwolle,Zwolle,,https://d-nb.info/gnd/4119274-6,52.5125,6.094439,bestand
https://d-nb.info/gnd/4119274-6,Zwolle,,https://d-nb.info/gnd/4119274-6,52.5125,6.094439,bestand
https://www.geonames.org/2657896,Zürich,https://www.geonames.org/2657896,,47.36667,8.55,bestand
name:Zürich,Zürich,https://www.geonames.org/2657896,,47.36667,8.55,bestand
"name:Komarno (Hirschberg, Riesengebirge)","Komarno (Hirschberg, Riesengebirge)",,,,,none
https://d-nb.info/gnd/4645972-8,"Komarno (Hirschberg, Riesengebirge)",,https://d-nb.info/gnd/4645972-8,,,none
https://d-nb.info/gnd/4028557-1,Jena,,https://d-nb.info/gnd/4028557-1,50.92878,11.5899,gnd
https://d-nb.info/gnd/1086695372,Rümligen,,https://d-nb.info/gnd/1086695372,,,none
https://d-nb.info/gnd/4095192-3,Burgörner (Hettstedt),,https://d-nb.info/gnd/4095192-3,51.6503,11.511459,gnd
