letter_id,place_id,place,gnd,geonames
679,366,Lyon,https://d-nb.info/gnd/4036770-8,
679,897,Mainz,https://d-nb.info/gnd/2018680-0,https://www.geonames.org/2874225
679,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
680,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
680,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
680,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
680,2755,"Harburg, Elbe",https://d-nb.info/gnd/4094727-0,https://www.geonames.org/2910685
680,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
680,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
680,4303,Reims,https://d-nb.info/gnd/4103640-2,
680,1783,Salzburg,https://d-nb.info/gnd/4076982-3,https://www.geonames.org/2766824
681,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
681,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
681,895,Metz,https://d-nb.info/gnd/4039029-9,
681,171,Paris,https://d-nb.info/gnd/4044660-8,https://www.geonames.org/2988507
681,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
682,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
683,4313,Bad Camberg,https://d-nb.info/gnd/4009347-5,
683,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
683,1633,Erfurt,https://d-nb.info/gnd/4015240-6,https://www.geonames.org/2929670
683,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
683,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
683,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
683,1783,Salzburg,https://d-nb.info/gnd/4076982-3,https://www.geonames.org/2766824
683,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
684,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
684,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
684,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
684,897,Mainz,https://d-nb.info/gnd/2018680-0,https://www.geonames.org/2874225
684,1524,Pillnitz,https://d-nb.info/gnd/4306696-3,https://www.geonames.org/2853707
684,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
685,4331,Bad Lauchstädt,https://d-nb.info/gnd/4034704-7,https://www.geonames.org/2953412
685,1873,Bad Pyrmont,https://d-nb.info/gnd/4047920-1,
685,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
685,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
685,229,Halle (Saale),https://d-nb.info/gnd/4023025-9,https://www.geonames.org/2911522
685,4330,Holle-Söder,https://d-nb.info/gnd/7536603-4,
685,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
685,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
