letter_id,place_id,place,gnd,geonames
931,2986,Schmiedeberg (Sächsische Schweiz- Osterzgebirge),https://d-nb.info/gnd/4440968-0,
932,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
933,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
933,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
933,4958,Freiberg,https://d-nb.info/gnd/4018266-6,https://www.geonames.org/2925192
933,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
934,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
934,66,Danzig (Gdańsk),https://d-nb.info/gnd/15739-9,https://www.geonames.org/3099434
934,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
934,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
935,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
937,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
937,241,Weißenfels,https://d-nb.info/gnd/4065247-6,https://www.geonames.org/2811899
938,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
938,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
938,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
938,292,London,https://d-nb.info/gnd/4074335-4,
939,241,Weißenfels,https://d-nb.info/gnd/4065247-6,https://www.geonames.org/2811899
940,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
940,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
941,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
942,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
942,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
942,241,Weißenfels,https://d-nb.info/gnd/4065247-6,https://www.geonames.org/2811899
943,259,Bad Bocklet,https://d-nb.info/gnd/4087853-3,https://www.geonames.org/2953540
943,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
943,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
944,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
944,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
945,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
946,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
947,259,Bad Bocklet,https://d-nb.info/gnd/4087853-3,https://www.geonames.org/2953540
947,6313,Bad Brückenau,https://d-nb.info/gnd/4008413-9,
947,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
947,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
947,6314,Fehrbellin,https://d-nb.info/gnd/4086472-8,
947,6315,Fehrbellin-Lentzke,https://d-nb.info/gnd/10121950-7,
947,2776,Giebichenstein,https://d-nb.info/gnd/5026901-X,https://www.geonames.org/2920649
947,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
947,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
947,231,Schweinfurt,https://d-nb.info/gnd/4053863-1,
948,566,Erlangen,https://d-nb.info/gnd/4015299-6,https://www.geonames.org/2929567
949,614,Tübingen,https://d-nb.info/gnd/4061147-4,https://www.geonames.org/2820860
950,614,Tübingen,https://d-nb.info/gnd/4061147-4,https://www.geonames.org/2820860
951,4958,Freiberg,https://d-nb.info/gnd/4018266-6,https://www.geonames.org/2925192
951,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
952,566,Erlangen,https://d-nb.info/gnd/4015299-6,https://www.geonames.org/2929567
953,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
954,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
954,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
955,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
956,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
956,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
957,259,Bad Bocklet,https://d-nb.info/gnd/4087853-3,https://www.geonames.org/2953540
957,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
957,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
957,229,Halle (Saale),https://d-nb.info/gnd/4023025-9,https://www.geonames.org/2911522
957,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
957,922,Merseburg,https://d-nb.info/gnd/4038749-5,https://www.geonames.org/2871736
957,171,Paris,https://d-nb.info/gnd/4044660-8,https://www.geonames.org/2988507
957,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
958,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
958,1018,Breslau,https://d-nb.info/gnd/2005949-8,https://www.geonames.org/3081368
958,66,Danzig (Gdańsk),https://d-nb.info/gnd/15739-9,https://www.geonames.org/3099434
958,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
958,171,Paris,https://d-nb.info/gnd/4044660-8,https://www.geonames.org/2988507
958,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
959,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
959,1018,Breslau,https://d-nb.info/gnd/2005949-8,https://www.geonames.org/3081368
959,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
959,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
960,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
960,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
960,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
961,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
961,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
961,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
961,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
961,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
961,3141,Magdeburg,https://d-nb.info/gnd/4036934-1,
961,412,Schwarzburg,https://d-nb.info/gnd/4314502-4,https://www.geonames.org/2835105
961,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
962,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
962,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
962,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
962,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
963,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
964,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
964,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
965,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
965,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
966,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
967,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1281,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1282,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1283,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1283,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1283,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1307,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1307,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1330,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1331,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1332,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1333,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
1334,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1334,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
1334,98,Hamburg,https://d-nb.info/gnd/4023118-5,https://www.geonames.org/2911298
1334,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1335,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1335,1633,Erfurt,https://d-nb.info/gnd/4015240-6,https://www.geonames.org/2929670
1336,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1336,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1337,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1337,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1338,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1339,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1339,2776,Giebichenstein,https://d-nb.info/gnd/5026901-X,https://www.geonames.org/2920649
1339,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1340,2776,Giebichenstein,https://d-nb.info/gnd/5026901-X,https://www.geonames.org/2920649
1341,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1341,2776,Giebichenstein,https://d-nb.info/gnd/5026901-X,https://www.geonames.org/2920649
1341,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1341,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1342,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1342,98,Hamburg,https://d-nb.info/gnd/4023118-5,https://www.geonames.org/2911298
1342,171,Paris,https://d-nb.info/gnd/4044660-8,https://www.geonames.org/2988507
1344,259,Bad Bocklet,https://d-nb.info/gnd/4087853-3,https://www.geonames.org/2953540
1344,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
1344,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1344,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
1344,98,Hamburg,https://d-nb.info/gnd/4023118-5,https://www.geonames.org/2911298
1344,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
1344,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1344,7098,Schlüsselburg,https://d-nb.info/gnd/4287460-9,
1344,1370,Stuttgart,https://d-nb.info/gnd/4058282-6,https://www.geonames.org/2825297
1345,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1345,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
1345,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
1346,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1346,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
1346,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
1347,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1347,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
1347,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1348,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1348,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1349,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
1349,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1349,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1350,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
1350,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1350,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1350,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1351,236,Bamberg,https://d-nb.info/gnd/2005630-8,https://www.geonames.org/2952984
1351,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1351,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1351,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1351,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1352,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1352,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1352,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1352,1379,Lübeck,https://d-nb.info/gnd/4036483-5,https://www.geonames.org/2875601
1353,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1353,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1353,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1354,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1354,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1354,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1354,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1355,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1355,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1355,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1356,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1356,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1357,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1357,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1358,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1358,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1358,5903,Wartburg,https://d-nb.info/gnd/4122665-3,
1359,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1359,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1360,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1361,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1361,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1361,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1362,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1362,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1362,412,Schwarzburg,https://d-nb.info/gnd/4314502-4,https://www.geonames.org/2835105
1362,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1363,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1364,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1364,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1365,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1365,2930,Coburg,https://d-nb.info/gnd/4010325-0,
1365,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1365,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1365,351,Nürnberg,https://d-nb.info/gnd/4042742-0,https://www.geonames.org/2861650
1365,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1366,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1367,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1367,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1368,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1369,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1372,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1372,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1372,452,Ziebingen,https://d-nb.info/gnd/5082991-9,
1373,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1373,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1373,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1376,3190,Aschersleben,https://d-nb.info/gnd/2005201-7,
1376,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1376,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1376,219,Nennhausen,https://d-nb.info/gnd/4393249-6,https://www.geonames.org/2866523
1376,452,Ziebingen,https://d-nb.info/gnd/5082991-9,
1378,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1378,452,Ziebingen,https://d-nb.info/gnd/5082991-9,
1380,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1380,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1380,3308,Frankfurt (Oder),https://d-nb.info/gnd/4018122-4,https://www.geonames.org/2925535
1380,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1380,452,Ziebingen,https://d-nb.info/gnd/5082991-9,
1434,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1434,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1434,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
1585,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1585,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1586,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1586,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
1586,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1587,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1587,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1588,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
1588,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
1609,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
1609,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2056,1378,Amsterdam,https://d-nb.info/gnd/4001783-7,https://www.geonames.org/2759794
2056,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2056,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2057,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2057,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
2058,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
2058,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2058,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2058,2701,Wolfenbüttel,https://d-nb.info/gnd/2026423-9,
2059,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2060,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2060,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2061,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2061,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2061,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2061,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2062,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2063,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2063,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2063,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2064,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2064,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2064,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2065,60,Braunschweig,https://d-nb.info/gnd/42808-5,https://www.geonames.org/2945024
2065,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2065,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2065,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
2065,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2066,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2066,897,Mainz,https://d-nb.info/gnd/2018680-0,https://www.geonames.org/2874225
2066,922,Merseburg,https://d-nb.info/gnd/4038749-5,https://www.geonames.org/2871736
2066,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2067,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2068,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2069,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2070,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
2070,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2071,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
2071,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2072,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2072,252,Meiningen,https://d-nb.info/gnd/4038453-6,
2073,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2074,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2075,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2076,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
2076,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2077,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2077,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2078,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2078,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2079,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2080,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2081,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2081,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2082,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2083,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2084,13,Dresden,https://d-nb.info/gnd/37172-5,https://www.geonames.org/2935022
2084,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2085,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2085,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2086,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2087,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2088,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2089,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2090,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2091,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2092,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2093,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2093,412,Schwarzburg,https://d-nb.info/gnd/4314502-4,https://www.geonames.org/2835105
2094,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2095,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2096,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2097,15,Berlin,https://d-nb.info/gnd/2004272-3,https://www.geonames.org/2950159
2097,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2097,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2098,9966,Altenkirchen (Landkreis Vorpommern-Rügen),https://d-nb.info/gnd/4249382-1,
2098,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2099,9966,Altenkirchen (Landkreis Vorpommern-Rügen),https://d-nb.info/gnd/4249382-1,
2099,4240,Athen,https://d-nb.info/gnd/4003366-1,
2099,12,Jena,https://d-nb.info/gnd/4028557-1,https://www.geonames.org/2895044
2100,633,Karlsbad,https://d-nb.info/gnd/4029705-6,https://www.geonames.org/3073803
2100,58,Weimar,https://d-nb.info/gnd/4065105-8,https://www.geonames.org/2812482
2100,16,Wien,https://d-nb.info/gnd/4066009-6,
2157,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2157,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
2157,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
2158,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2158,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
2158,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
2159,1378,Amsterdam,https://d-nb.info/gnd/4001783-7,https://www.geonames.org/2759794
2159,2,Göttingen,https://d-nb.info/gnd/4021477-1,https://www.geonames.org/2918632
2159,173,Hannover,https://d-nb.info/gnd/4023349-2,https://www.geonames.org/2910831
2159,22,Leipzig,https://d-nb.info/gnd/4035206-7,https://www.geonames.org/2879139
2159,2698,Marburg,https://d-nb.info/gnd/4037446-4,https://www.geonames.org/2873759
2159,356,Rom,https://d-nb.info/gnd/4050471-2,https://www.geonames.org/3169070
