letter_id,Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,Dispatch_GND,Destination_GND,Date_When,Date_Text,Date_NotBefore,Date_NotAfter,Note,link
7869,"Montag, 23. Juni 1800",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1800-06-23,1800-06-23,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7869?left=text
7870,"Samstag,  2. September 1797",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1797-09-02,1797-09-02,,,"Da der Brief im Druck nur unvollständig wiedergegeben ist, wurde er neu transkribiert. – Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/7870?left=text
7871,"Dienstag, 19. September 1797",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1797-09-19,1797-09-19,,,"Da der Brief im Druck nur unvollständig wiedergegeben ist, wurde er neu transkribiert. – Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/7871?left=text
7872,"Freitag, 20. Oktober 1797",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1797-10-20,1797-10-20,,,"Da der Brief im Druck unvollständig wiedergegeben ist, wurde er neu transkribiert. – Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/7872?left=text
7873,"Mittwoch, 16. Oktober 1799",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1799-10-16,1799-10-16,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7873?left=text
7875,"Dienstag, 14. Dezember 1802",Johann Gottfried von Herder,August Wilhelm von Schlegel,Weimar,Weimar,https://www.geonames.org/2812482,https://www.geonames.org/2812482,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4065105-8,1802-12-14,1802-12-14,,,,https://briefe-der-romantik.de/letters/view/7875?left=text
7879,"Freitag,  5. Juni 1795",August Wilhelm von Schlegel,Christian Gottfried Körner,Amsterdam,Dresden,https://www.geonames.org/2759794,https://www.geonames.org/2935022,https://d-nb.info/gnd/4001783-7,https://d-nb.info/gnd/37172-5,1795-06-05,1795-06-05,,,Empfangsort erschlossen. Handschrift beschnitten.,https://briefe-der-romantik.de/letters/view/7879?left=text
7886,"Donnerstag, 21. Juli 1796",Johann Friedrich August Tischbein,August Wilhelm von Schlegel,Dessau,Jena,https://www.geonames.org/2937959,https://www.geonames.org/2895044,https://d-nb.info/gnd/4011536-7,https://d-nb.info/gnd/4028557-1,1796-07-21,1796-07-21,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7886?left=text
7890,"Freitag, 11. September 1801",August Wilhelm von Schlegel,Sophie Bernhardi,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,1801-09-11,1801-09-11,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7890?left=text
7894,"Montag, 30. Oktober 1797",Valerius Wilhelm Neubeck,August Wilhelm von Schlegel,"Steinau, Oder",Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/2084741-5,https://d-nb.info/gnd/4028557-1,1797-10-30,1797-10-30,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7894?left=text
7895,"Mittwoch,  8. November 1797",August Wilhelm von Schlegel,Friedrich Vieweg,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,1797-11-08,1797-11-08,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7895?left=text
7981,"Donnerstag,  5. August 1802",Johann Christoph Jacob Paulsen,Bankhaus Gebrüder Schickler (Berlin),Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,1802-08-05,1802-08-05,,,Beilage. – Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/7981?left=text
8084,"Samstag, 23. Juli 1796",Wilhelm von Humboldt,August Wilhelm von Schlegel,Berlin,Unbekannt,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,,1796-07-23,1796-07-23,,,,https://briefe-der-romantik.de/letters/view/8084?left=text
8085,"Samstag, 25. Mai 1793",Wilhelm von Humboldt,August Wilhelm von Schlegel,Berlin,Unbekannt,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,,1793-05-25,1793-05-25,,,,https://briefe-der-romantik.de/letters/view/8085?left=text
8091,"Sonntag, 16. März 1800",August Wilhelm von Schlegel,Johann Diederich Gries,Jena,Unbekannt,https://www.geonames.org/2895044,,https://d-nb.info/gnd/4028557-1,,1800-03-16,1800-03-16,,,,https://briefe-der-romantik.de/letters/view/8091?left=text
12016,"Donnerstag,  1. Dezember 1796",August Wilhelm von Schlegel,Wilhelm Gottlieb Becker,Jena,Dresden,https://www.geonames.org/2895044,https://www.geonames.org/2935022,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/37172-5,1796-12-01,1796-12-01,,,,https://briefe-der-romantik.de/letters/view/12016?left=text
12020,"Donnerstag, 18. Januar 1798",August Wilhelm von Schlegel,Georg Joachim Göschen,Jena,Leipzig,https://www.geonames.org/2895044,https://www.geonames.org/2879139,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4035206-7,1798-01-18,1798-01-18,,,"Empfangsort erschlossen. – Da das Original im DLA vermisst wird, können nur die Sicherungskopien angezeigt werden.",https://briefe-der-romantik.de/letters/view/12020?left=text
12033,"Montag,  2. September 1799",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1799-09-02,1799-09-02,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12033?left=text
12034,"Freitag,  4. Oktober 1799",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1799-10-04,1799-10-04,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12034?left=text
12035,"Sonntag, 21. Dezember 1800",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Braunschweig,Tübingen,https://www.geonames.org/2945024,https://www.geonames.org/2820860,https://d-nb.info/gnd/42808-5,https://d-nb.info/gnd/4061147-4,1800-12-21,1800-12-21,,,,https://briefe-der-romantik.de/letters/view/12035?left=text
12036,"Sonntag, 14. Oktober 1798 bis Montag, 15. Oktober 1798",August Wilhelm von Schlegel,Friedrich von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,,1798-10-14,1798-10-14,1798-10-15,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12036?left=text
12040,"Freitag,  9. Oktober 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1801-10-09,1801-10-09,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12040?left=text
12041,"Samstag, 24. Oktober 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1801-10-24,1801-10-24,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12041?left=text
12042,"Montag,  2. November 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1801-11-02,1801-11-02,,,,https://briefe-der-romantik.de/letters/view/12042?left=text
12109,"Montag,  2. September 1799",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4061147-4,1799-09-02,1799-09-02,,,,https://briefe-der-romantik.de/letters/view/12109?left=text
12260,"Donnerstag, 15. August 1799",Johann Friedrich von Cotta,August Wilhelm von Schlegel,Tübingen,Jena,https://www.geonames.org/2820860,https://www.geonames.org/2895044,https://d-nb.info/gnd/4061147-4,https://d-nb.info/gnd/4028557-1,1799-08-15,1799-08-15,,,,https://briefe-der-romantik.de/letters/view/12260?left=text
12261,"Donnerstag, 16. September 1802",Friedrich von Schlegel,August Wilhelm von Schlegel,Paris,Berlin,https://www.geonames.org/2988507,https://www.geonames.org/2950159,https://d-nb.info/gnd/4044660-8,https://d-nb.info/gnd/2004272-3,1802-09-16,1802-09-16,,,,https://briefe-der-romantik.de/letters/view/12261?left=text
12491,[zwischen 1786 und 1791],August Wilhelm von Schlegel,Unbekannt,Göttingen,Unbekannt,https://www.geonames.org/2918632,,https://d-nb.info/gnd/4021477-1,,1790-06-01,[zwischen 1786 und 1791],,,Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/12491?left=text
12767,"Mittwoch,  7. April 1802",August Wilhelm von Schlegel,Michael Rudolf Pauly,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-04-07,1802-04-07,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12767?left=text
12768,"Samstag, 10. April 1802",August Wilhelm Iffland,August Wilhelm von Schlegel,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-04-10,1802-04-10,,,Abschrift. Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12768?left=text
12769,[18. Mai 1802],August Wilhelm von Schlegel,Michael Rudolf Pauly,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-05-18,[18. Mai 1802],,,Datum sowie Absende- und Empfangsort erschlossen. – Datierung durch Schlegels Brief an Iffland vom 18. Mai 1802.,https://briefe-der-romantik.de/letters/view/12769?left=text
12770,"Dienstag, 18. Mai 1802",August Wilhelm von Schlegel,August Wilhelm Iffland,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-05-18,1802-05-18,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12770?left=text
12775,"Freitag, 19. Dezember 1794",Johann Carl Fürchtegott Schlegel,August Wilhelm von Schlegel,Hannover,Amsterdam,https://www.geonames.org/2910831,https://www.geonames.org/2759794,https://d-nb.info/gnd/4023349-2,https://d-nb.info/gnd/4001783-7,1794-12-19,1794-12-19,,,Absende- und Empfangsort ersschlossen.,https://briefe-der-romantik.de/letters/view/12775?left=text
12780,"Montag, 20. Juni 1796",August Wilhelm von Schlegel,Johann Friedrich Reichardt,Jena,Unbekannt,https://www.geonames.org/2895044,,https://d-nb.info/gnd/4028557-1,,1796-06-20,1796-06-20,,,Abschrift.,https://briefe-der-romantik.de/letters/view/12780?left=text
12782,[Sommer 1790],August Wilhelm von Schlegel,Juliet Smith,Göttingen,Piercefield House (Chepstow),https://www.geonames.org/2918632,,https://d-nb.info/gnd/4021477-1,https://d-nb.info/gnd/4090357-6,1790-08-30,[Sommer 1790],,,"Da im Druck die Streichungen nicht wiedergegeben wurden, wurde der Brief neu transkribiert. – Konzept. – Datum sowie Absende- und Empfangsort erschlossen. – Datierung: Nach dem Brief von Josiah Dornford vom 22. August 1790.",https://briefe-der-romantik.de/letters/view/12782?left=text
12828,[zwischen dem 1. und 23. Mai 1800],August Wilhelm von Schlegel,Christoph Gottlob Heinrich,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1800-05-15,[zwischen dem 1. und 23. Mai 1800],,,Abschrift von fremder Hand. Datum sowie Absende- und Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12828?left=text
12829,[zwischen dem 1. und 23. Mai 1800],August Wilhelm von Schlegel,Christoph Gottlob Heinrich,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1800-05-15,[zwischen dem 1. und 23. Mai 1800],,,Abschrift von Schlegels Hand. – Datum sowie Absende- und Empfangsort erschlossen. – Datierung: Nach dem Erscheinen der „Vertheidigung gegen Hn. Prof. Schellings sehr unlautere Erläuterungen über die A. L. Z.“ am 30. April 1800 und vor der Antwort Heinrichs vom 24. Mai 1800. Vgl. Goethes Brief an Schlegel vom 10. Juni 1800 sowie vor Schlegels Schmähschrift gegen Schütz: „An das Publikum. Rüge einer in der Jenaischen Allgemeinen Literatur-Zeitung begangnen Ehrenschändung“ (1801).,https://briefe-der-romantik.de/letters/view/12829?left=text
12830,"Samstag, 24. Mai 1800",Christoph Gottlob Heinrich,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1800-05-24,1800-05-24,,,Nur Unterschrift eigenhändig.,https://briefe-der-romantik.de/letters/view/12830?left=text
12831,"Mittwoch, 28. Mai 1800",August Wilhelm von Schlegel,Christoph Gottlob Heinrich,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1800-05-28,1800-05-28,,,Abschrift von fremder Hand. Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/12831?left=text
12832,[10. Juni 1800],Johann Wolfgang von Goethe,Universität Jena. Akademischer Senat,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4028557-1,1800-06-10,[10. Juni 1800],,,Datum sowie Absende- und Empfangsort erschlossen. – Datierung durch den beiliegenden Brief.,https://briefe-der-romantik.de/letters/view/12832?left=text
13047,30. April [1802],August Wilhelm von Schlegel,Michael Rudolf Pauly,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-04-30,30. April [1802],,,Datum (Jahr) sowie Absendesort erschlossen. – Datierung durch die Ion-Inszenierung und die Notiz des Empfängers.,https://briefe-der-romantik.de/letters/view/13047?left=text
13048,"Dienstag,  4. Mai 1802",August Wilhelm von Schlegel,August Wilhelm Iffland,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1802-05-04,1802-05-04,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/13048?left=text
13049,"Mittwoch,  9. Juni 1802",Michael Rudolf Pauly,August Wilhelm von Schlegel,Berlin,Leipzig,https://www.geonames.org/2950159,https://www.geonames.org/2879139,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4035206-7,1802-06-09,1802-06-09,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/13049?left=text
13398,"Samstag, 11. August 1798",August Wilhelm von Schlegel,August Wilhelm Iffland,Dresden,Jena,https://www.geonames.org/2935022,https://www.geonames.org/2895044,https://d-nb.info/gnd/37172-5,https://d-nb.info/gnd/4028557-1,1798-08-11,1798-08-11,,,Teildruck.,https://briefe-der-romantik.de/letters/view/13398?left=text
13909,"Montag, 10. Dezember 1798",Johann Barthel von Siebold,Unbekannt,Würzburg,Unbekannt,https://www.geonames.org/2805615,,https://d-nb.info/gnd/4067037-5,,1798-12-10,1798-12-10,,,,https://briefe-der-romantik.de/letters/view/13909?left=text
15049,"Dienstag,  2. Februar 1790",Friedrich von Schlegel,Christian Gottfried Körner,Braunschweig,Dresden,https://www.geonames.org/2945024,https://www.geonames.org/2935022,https://d-nb.info/gnd/42808-5,https://d-nb.info/gnd/37172-5,1790-02-02,1790-02-02,,,,https://briefe-der-romantik.de/letters/view/15049?left=text
15050,"Donnerstag, 18. November 1790",Dorothea von Schlegel,Carl Gustav von Brinckmann,Berlin,Unbekannt,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,,1790-11-18,1790-11-18,,,,https://briefe-der-romantik.de/letters/view/15050?left=text
15051,"Sonntag, 25. Dezember 1791",Dorothea von Schlegel,Carl Gustav von Brinckmann,Berlin,Unbekannt,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,,1791-12-25,1791-12-25,,,,https://briefe-der-romantik.de/letters/view/15051?left=text
15052,April 1792,Friedrich von Schlegel,Johanna Christiane Erdmuthe Schlegel,Dresden,Hannover,https://www.geonames.org/2935022,https://www.geonames.org/2910831,https://d-nb.info/gnd/37172-5,https://d-nb.info/gnd/4023349-2,1792-04-01,April 1792,,,,https://briefe-der-romantik.de/letters/view/15052?left=text
15053,Juni 1792,Dorothea von Schlegel,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1792-06-01,Juni 1792,,,,https://briefe-der-romantik.de/letters/view/15053?left=text
15054,Sommer 1792,Dorothea von Schlegel,Carl Gustav von Brinckmann,Schönhausen (Elbe),Berlin,https://www.geonames.org/6549545,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,1792-06-20,Sommer 1792,,,,https://briefe-der-romantik.de/letters/view/15054?left=text
15055,Sommer 1792,Dorothea von Schlegel,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1792-06-20,Sommer 1792,,,,https://briefe-der-romantik.de/letters/view/15055?left=text
15056,Sommer 1792,Dorothea von Schlegel,Carl Gustav von Brinckmann,Berlin,Berlin,https://www.geonames.org/2950159,https://www.geonames.org/2950159,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/2004272-3,1792-06-20,Sommer 1792,,,,https://briefe-der-romantik.de/letters/view/15056?left=text
