letter_id,Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,Dispatch_GND,Destination_GND,Date_When,Date_Text,Date_NotBefore,Date_NotAfter,Note,link
11,[4. September 1801],August Wilhelm von Schlegel,Sophie Bernhardi,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,1801-09-04,[4. September 1801],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/11?left=text
12,[ca. 10. September 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-09-10,[ca. 10. September 1801],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/12?left=text
13,[Mitte September 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-09-15,[Mitte September 1801],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/13?left=text
14,[Ende September 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-09-30,[Ende September 1801],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/14?left=text
15,[ca. 30. September 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-09-30,[ca. 30. September 1801],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/15?left=text
16,[3. Oktober 1801],August Wilhelm von Schlegel,Sophie Bernhardi,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/2004272-3,1801-10-03,[3. Oktober 1801],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/16?left=text
17,[13. Oktober 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-10-13,[13. Oktober 1801],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/17?left=text
18,[13. Oktober 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-10-13,[13. Oktober 1801],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/18?left=text
19,[14. Oktober 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-10-14,[14. Oktober 1801],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/19?left=text
20,[ca. 20. Oktober 1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-10-20,[ca. 20. Oktober 1801],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/20?left=text
21,[Herbst 1802],August Wilhelm von Schlegel,Sophie Bernhardi,Berlin,Unbekannt,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,,1802-10-01,[Herbst 1802],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/21?left=text
22,"Montag, 20. Dezember 1802",August Wilhelm von Schlegel,Bernhard Rudolf Abeken,Berlin,Hamburg,https://www.geonames.org/2950159,https://www.geonames.org/2911298,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4023118-5,1802-12-20,1802-12-20,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/22?left=text
480,[ca. 1. April 1801],August Wilhelm von Schlegel,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4028557-1,1801-04-01,[ca. 1. April 1801],,,Datum sowie Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/480?left=text
481,"Samstag, 26. September 1801",August Wilhelm von Schlegel,Carl Friedrich Ernst Frommann,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4028557-1,1801-09-26,1801-09-26,,,"Empfänger erschlossen. – Es könnte auch Johann Carl Wesselhoeft gewesen sein, so die Inventarisierung im GSA.",https://briefe-der-romantik.de/letters/view/481?left=text
