Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link
[vor dem 01.05.1801],Luise Gotter,Caroline von Schelling,Gotha,Jena,https://www.geonames.org/2918752,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17161?left=text&query_id=6773ee556fe85
"Montag,  4. Mai 1801",Caroline von Schelling,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17162?left=text&query_id=6773ee556fe85
[vor dem 05.05.1801],Christian Rudolph Wilhelm Wiedemann,Caroline von Schelling,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17163?left=text&query_id=6773ee556fe85
[vor dem 05.05.1801],Charlotte Froriep,Caroline von Schelling,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17164?left=text&query_id=6773ee556fe85
"Mittwoch,  6. Mai 1801",Caroline von Schelling,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17165?left=text&query_id=6773ee556fe85
[vor dem 28.04.1801],Friederike Bethmann-Unzelmann,Johann Wolfgang von Goethe,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17166?left=text&query_id=6773ee556fe85
[vor dem 11.05.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17167?left=text&query_id=6773ee556fe85
"Samstag,  9. Mai 1801",August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17168?left=text&query_id=6773ee556fe85
"Samstag,  9. Mai 1801",August Wilhelm von Schlegel,Christian Friedrich Tieck,Berlin,Weimar,https://www.geonames.org/2950159,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17169?left=text&query_id=6773ee556fe85
[vor dem 18.05.1801],Caroline von Schelling,Gottfried Philipp Michaelis,Jena,"Harburg, Elbe",https://www.geonames.org/2895044,https://www.geonames.org/2910685,https://briefe-der-romantik.de/letters/view/17170?left=text&query_id=6773ee556fe85
[vor dem 18.05.1801],Elisabeth Wilhelmine van Nuys,Caroline von Schelling,Hamburg,Jena,https://www.geonames.org/2911298,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17171?left=text&query_id=6773ee556fe85
[vor dem 18.05.1801],Louise Philippine Antoinette Michaelis,Caroline von Schelling,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17172?left=text&query_id=6773ee556fe85
"Samstag, 16. Mai 1801",August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17173?left=text&query_id=6773ee556fe85
[nach dem 16.05.1801 und vor dem 31.05.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17174?left=text&query_id=6773ee556fe85
[nach dem 01.06.1801 und vor dem 07.06.1801],August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17175?left=text&query_id=6773ee556fe85
[vor dem 12.06.1801],Caroline von Schelling,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17176?left=text&query_id=6773ee556fe85
[vor dem 12.06.1801],Friedrich von Schlegel,Caroline von Schelling,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17177?left=text&query_id=6773ee556fe85
"Dienstag, 29. September 1801",Johann Friedrich von Cotta,August Wilhelm von Schlegel,Tübingen,Jena,https://www.geonames.org/2820860,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17178?left=text&query_id=6773ee556fe85
[vor dem 30.09.1801],August Wilhelm von Schlegel,Karl Wilhelm Friedrich Grattenauer,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17179?left=text&query_id=6773ee556fe85
[vor dem 30.09.1801],Karl Wilhelm Friedrich Grattenauer,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17180?left=text&query_id=6773ee556fe85
"Samstag,  3. Oktober 1801",August Wilhelm von Schlegel,Wilhelm von Schütz,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17181?left=text&query_id=6773ee556fe85
"Montag, 19. Oktober 1801",Johann Friedrich von Cotta,August Wilhelm von Schlegel,Tübingen,Jena,https://www.geonames.org/2820860,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17182?left=text&query_id=6773ee556fe85
[vor dem 10.10.1801],Carl Friedrich Ernst Frommann,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17183?left=text&query_id=6773ee556fe85
[vor dem 13.10.1801],Christian Friedrich Tieck,Sophie Bernhardi,Weimar,Berlin,https://www.geonames.org/2812482,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17184?left=text&query_id=6773ee556fe85
[vor dem 13.10.1801],Wilhelm von Schütz,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17185?left=text&query_id=6773ee556fe85
[nach dem 03.10.1801 und vor dem 12.10.1801],Sophie Bernhardi,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17186?left=text&query_id=6773ee556fe85
[vor dem 17.10.1801],August Wilhelm von Schlegel,Wilhelm von Schütz,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17187?left=text&query_id=6773ee556fe85
"Mittwoch,  2. Dezember 1801",Johann Friedrich von Cotta,August Wilhelm von Schlegel,Tübingen,Jena,https://www.geonames.org/2820860,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17188?left=text&query_id=6773ee556fe85
"Dienstag, 10. November 1801",Johann Friedrich von Cotta,August Wilhelm von Schlegel,Tübingen,Jena,https://www.geonames.org/2820860,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17189?left=text&query_id=6773ee556fe85
"Donnerstag, 10. Dezember 1801",Friedrich August Schulze,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17190?left=text&query_id=6773ee556fe85
[vor dem 18.12.1801],August Ludwig Hülsen,August Wilhelm von Schlegel,Fehrbellin-Lentzke,Berlin,,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17191?left=text&query_id=6773ee556fe85
[nach dem 31.12.1800 und vor dem 01.11.1801],August Ludwig Hülsen,August Wilhelm von Schlegel,Fehrbellin-Lentzke,Berlin,,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17192?left=text&query_id=6773ee556fe85
[1801],August Wilhelm von Schlegel,Johanna Christiane Erdmuthe Schlegel,Jena,Hannover,https://www.geonames.org/2895044,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17193?left=text&query_id=6773ee556fe85
"Dienstag, 29. Dezember 1801",August Wilhelm von Schlegel,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17194?left=text&query_id=6773ee556fe85
"Montag,  4. Januar 1802",Caroline von Schelling,Sophie Bernhardi,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17195?left=text&query_id=6773ee556fe85
[vor dem 18.01.1802],Christian Friedrich Tieck,August Wilhelm von Schlegel,Weimar,Berlin,https://www.geonames.org/2812482,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17196?left=text&query_id=6773ee556fe85
[vor dem 18.01.1802],Caroline von Schelling,Johann Carl Fürchtegott Schlegel,Jena,Hannover,https://www.geonames.org/2895044,https://www.geonames.org/2910831,https://briefe-der-romantik.de/letters/view/17197?left=text&query_id=6773ee556fe85
"Dienstag, 19. Januar 1802",Christian Friedrich Tieck,Johann Wolfgang von Goethe,Berlin,Weimar,https://www.geonames.org/2950159,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/17198?left=text&query_id=6773ee556fe85
[vor dem 28.01.1802],Johann Gottlieb Fichte,Caroline von Schelling,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17199?left=text&query_id=6773ee556fe85
[vor dem 15.02.1802],Hübsch,Caroline von Schelling,Unbekannt,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17200?left=text&query_id=6773ee556fe85
[vor dem 15.02.1802],Johann Carl Fürchtegott Schlegel,Caroline von Schelling,Hannover,Jena,https://www.geonames.org/2910831,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17201?left=text&query_id=6773ee556fe85
[vor dem 22.02.1802],Johanna Christiane Erdmuthe Schlegel,August Wilhelm von Schlegel,Hannover,Berlin,https://www.geonames.org/2910831,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17202?left=text&query_id=6773ee556fe85
[vor dem 11.03.1802],Friedrich Wilhelm Joseph von Schelling,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/17203?left=text&query_id=6773ee556fe85
[vor dem 12.03.1802],Luise Wiedemann,Caroline von Schelling,Braunschweig,Jena,https://www.geonames.org/2945024,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17204?left=text&query_id=6773ee556fe85
[vor dem 16.02.1802],Caroline von Schelling,Luise Wiedemann,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17205?left=text&query_id=6773ee556fe85
[vor dem 16.02.1802],Caroline von Schelling,Luise Wiedemann,Jena,Braunschweig,https://www.geonames.org/2895044,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/17206?left=text&query_id=6773ee556fe85
September 1799,Sophie Bernhardi,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17207?left=text&query_id=6773ee556fe85
vor dem 13. September 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17208?left=text&query_id=6773ee556fe85
vor dem 16. September 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17209?left=text&query_id=6773ee556fe85
vor dem 20. September 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17210?left=text&query_id=6773ee556fe85
Ende September 1799,Friedrich von Schlegel,Dorothea von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17211?left=text&query_id=6773ee556fe85
vermutlich Oktober 1799,Dorothea von Schlegel,Rose Asser,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17212?left=text&query_id=6773ee556fe85
Anfang Oktober 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17213?left=text&query_id=6773ee556fe85
Anfang Oktober 1799,Friedrich Schleiermacher,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17214?left=text&query_id=6773ee556fe85
vor dem 7. Oktober 1799,Auguste Böhmer,Friedrich von Schlegel,Dessau,Jena,https://www.geonames.org/2937959,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17215?left=text&query_id=6773ee556fe85
vor dem 17. Oktober 1799,Auguste Böhmer,Friedrich von Schlegel,Dessau,Jena,https://www.geonames.org/2937959,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17216?left=text&query_id=6773ee556fe85
um den 23. Oktober 1799,Johann Gottlieb Fichte,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17217?left=text&query_id=6773ee556fe85
vor dem 28. Oktober 1799,Friedrich Schleiermacher,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17218?left=text&query_id=6773ee556fe85
vor dem 28. Oktober 1799,Henriette Herz,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17219?left=text&query_id=6773ee556fe85
"Dienstag, 29. Oktober 1799",Dorothea von Schlegel,Johannes Veit,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17220?left=text&query_id=6773ee556fe85
o.D. (Oktober/November) 1799,Dorothea von Schlegel,Carl Friedrich Zelter,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17221?left=text&query_id=6773ee556fe85
Anfang November 1799,Johann Gottlieb Fichte,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17222?left=text&query_id=6773ee556fe85
"Montag,  4. November 1799",Dorothea von Schlegel,Henriette Herz,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17223?left=text&query_id=6773ee556fe85
"Montag,  4. November 1799",Dorothea von Schlegel,Johann Gottlieb Fichte,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17224?left=text&query_id=6773ee556fe85
etwa Anfang November 1799,Rahel Varnhagen,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17225?left=text&query_id=6773ee556fe85
Mitte November 1799,Johann Gottlieb Fichte,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17226?left=text&query_id=6773ee556fe85
Ende November 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17227?left=text&query_id=6773ee556fe85
Ende November/ Anfang Dezember 1799,Friedrich Creuzer,Friedrich von Schlegel,Marburg,Jena,https://www.geonames.org/2873759,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17228?left=text&query_id=6773ee556fe85
Anfang Dezember 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17229?left=text&query_id=6773ee556fe85
Anfang Dezember 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17230?left=text&query_id=6773ee556fe85
"Montag,  9. Dezember 1799",Friedrich von Schlegel,Friederike Helene Unger,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/17231?left=text&query_id=6773ee556fe85
vor dem 16. Dezember 1799,Friedrich Schleiermacher,Dorothea von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17232?left=text&query_id=6773ee556fe85
Ende Dezember 1799,Friedrich Schleiermacher,Friedrich von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/17233?left=text&query_id=6773ee556fe85
